summary,image,type,price
"Nous louons une belle chambre deux places avec balcon, et terrasse dans notre grande maison calme et entièrement rénovée au croisement Sherbrooke/Saint laurent, a proximité immediate du plateau, quartier des spectacles et Downtown.",img_train/15.jpg,House,0
"Montreal's Gay Village (simply known as ""Le Village"") is located mainly on St. Catherine Street East extending along Amherst Street in the Ville-Marie borough.  In the summer time the whole area becomes a pedestrian street lined with coloured balloons full of festivals and events. 蒙特利尔市中心四房公寓,在市中心著名的彩虹街区域｡",img_train/16.jpg,Apartment,1
"Chambre dans joli appartement ensoleillé à louer au coeur de la Petite Italie. 1 Chambre (1 lit double) fermée avec petit bureau. Cuisine toute équipée. café/thé et céréales pour le matin. Quartier idéal, bondé de cafés, boutiques et de marchés de fruits et légumes.  À quelques pas du super marché fermier ""le Marché Jean-Talon""! Ambiance calme et relax à la maison.  Important : L'appartement est LGBTQ Friendly et ne laisse pas de place au racisme, sexisme et autres discriminations.",img_train/17.jpg,Apartment,0
"Charming and bright Mile End/Plateau apartment, with an eclectic mix of antique and vintage furniture, close to shopping, groceries, night life, microbreweries, parks, and excellent transit.",img_train/18.jpg,Apartment,1
,img_train/19.jpg,House,0
"Plateau PRIME SUITES! are brand new high end apartments located in the the Mile End area of Le Plateau-Mont-Royal surrounded with great shops, food and more. Suite #201 offers two cozy bedrooms and and an open kitchen and living area, beautiful bathroom with Jacuzzi bathtub. One parking spot included (rear to find in the area) Air condition in the entire apartment",img_train/20.jpg,Apartment,1
,img_train/21.jpg,Apartment,1
"Stylish condo with 2 bedrooms with indoor parking, equipped with all appliances and kitchenwares, unlimited free WiFi, Netflix and local phone services, free coffee and tea bags......  Super convenient: Only 1 minute walk to Metro and 14 bus lines; Car rental next to the building. 2 minutes drive to highway #15 and #40; 12 minutes drive to Downtown; 10 minutes drive to airport...... Close to restaurants, convenient stores and supermarkets......",img_train/22.jpg,Condominium,1
"This is a beautiful fully equipped  two bedrooms apartment with a balcony  situated in a very convenient place. A 5 min walk will take you to a mall with some grocery stores, fast food restaurants and a movies theater. Also nearby there is a bike trail with a view of the canal. In front of the apartment there is a bus that will take you to the metro. It 's a 20-30 minutes car drive to downtown Montreal. Important- it's not  downtown to get in,you need the spend the 40  min by  public transport.",img_train/23.jpg,Apartment,0
"Spacious, bright and elegantly furnished one-bedroom apartment. Located on the 6th floor in a quiet prestigious building in Snowdon area, 16 ft (5 m)-long balcony, splendid view on Hampstead, gym and swimming pool, dishwasher, washer and dryer. Direct buses to downtown, to the University of Montreal, McGill, Concordia, major hospitals, ten minutes walk or even faster by bus to Snowdon metro. Near parks, bicycle trails, cafés and restaurants (including vegan and kosher).",img_train/24.jpg,Apartment,0
"Hampstead/Montréal Queen Mary,  À proximité des commerces (pharmacie, épicerie, fruiteries, restaurant, etc.), proche du métro,  de l'Université de Montréal et des centres hospitaliers.  Superbe Bachelor, tout confort, entièrement meublé et équipé.",img_train/25.jpg,Apartment,0
"The stunning new units, in the heart of Montreal. At Rene Levesque Street and Guy Concordia . You will be able to leave Montreal life style. Everything is close. St-catherine for shopping, crescent to have a drink, Bell center to see a show and Sherbrooke to visit Museum",img_train/26.jpg,Condominium,0
"Overlooking the famed Lachine Canal, this quaint, rustic 2 bedroom apartment is perfectly situated to explore the city in peace. Steps away from Old Montreal's galleries, gorgeous architecture, restaurants, cafes and nightlife, you will be happy to come home to this tranquil space. Enjoy a quiet drink on the back terrace in the summer or relax indoors in the modern winter-cabin atmosphere. With a bus stop and bike path at your front door, everything is accessible.",img_train/27.jpg,Apartment,0
"(Locals are not welcome to book unless agreed upon).  This is a clean one bedroom basement apartment in a duplex with a private entrance situated in a family friendly neighborhood.  It can comfortably fits 2 guests. It has a queen size bed . It is close metro station, major bus lines, groceries, restaurants,coffee shops, pizzerias, banks. It has a fully equipped kitchen, washer/dryer, WIFI, towels and linens are provided, the street parking is free and easy, basic TV cable",img_train/28.jpg,Apartment,0
,img_train/29.jpg,Apartment,1
"BEL APPARTEMENT LUXUEUX ET TRÈS CALME   MEUBLÉE,  INDOOR PARKING , TOUT ÉQUIPER ELECTRO , CLIMATISÉE   ET SPACIEUX . SITUER AU PIEDS  DU CENTRE VILLE ; ENTRE LE VIEUX MONTRÉAL ET LE GRIFFINTOWN  , DANS LA CITE DU MULTIMÉDIA . ESPACE VERT NOUVELLEMENT INSTAURER AU COIN DE LA RUE PRINCE ET WELLINGTON . QUIET, NICE AND SECURE !  THE BEST LOCATION ;))  THE BEST FOR EXÉCUTIVES , BUSINESS PEOPLE, PROFESSIONAL  Id at the checkin",img_train/30.jpg,Apartment,1
"It’s a beautiful raised bungalow made home by just me and my wife. It has a common entrance for upper floor where we live and ground floor that will be all yours.  Everything essential is at a walking distance: connected to metro, bus stops and shopping places. Amazing restaurants, parks and cycle track very close by.",img_train/31.jpg,House,0
Great location !,img_train/32.jpg,Apartment,1
"Notre appartement est calme, lumineux et spacieux, situé tout près de nombreux cafés, restos, épiceries et autres... Le magnifique Parc Laurier, ainsi que le parc Lafontaine sont à quelques minutes de marche de chez-nous. Accès facile aux bicycles bixi, au transport en commun et à du stationnement.  À proximité du centre-ville, des jardins botaniques, du marché Jean-Talon, de la petite Italie et du Parc Mont-Royal! Piscines intérieures publiques pas loin. Bon endroit pour plus d’un mois.",img_train/33.jpg,Apartment,0
,img_train/34.jpg,Apartment,0
This beautiful apartment provide all you need for your short or long stay in Montreal ; + ALL newly renovated + 1 bedroom  + Big ceramic shower + Nice open living/dining area + A1 Location + Can accommodate up to 4 people + Huge & practical bathroom  + Bathtub & Shower separate + Equipped kitchen + Nice & Friendly Host,img_train/35.jpg,Loft,0
"Welcome to Montreal! Stay in a picturesque, spacious loft style apartment, centrally located and equipped with all the necessities. Within a character building, 3 mins walk from Old Port, this space will win you over with its Montreal charm.  White walls & high ceilings is really what makes this space unique, bringing out its pleasingly contemporary aesthetic. Large kitchen, set up for cooking & bathroom providing washer & dryer, this apartment provides what you need with room to breathe ;)",img_train/36.jpg,Apartment,0
"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in",img_train/37.jpg,Apartment,1
"LOCATION pour le mois de juillet UNIQUEMENT!(du 1er au 31 juillet) 2 grandes chambres dont une avec un Lit King l'autre Double-grand salon et balcon! Tout compris- Chauffage-Internet-television  Buanderie dans le Building. 15 minutes en Bus (165) du Centre-ville. 10 minutes du Metro Cotes des neiges, 5 minutes de l'Université de Montréal,, HEC et commerce ouverts 24/24! Superbe appartement dans un beau building bien entretenu!",img_train/38.jpg,Apartment,0
"Very spacious 2 bedroom Griffintown condo in heart of downtown * FULLY FURNISHED * 1,100 sqf * on street parking * 2 Bedrooms * 1Bathrooms * Full kitchen with fridge, stove, oven and dishwasher included * Living area * Balcony * Washer & dryer inside the apartment * Lots of space in the apartment * rooftop barbecue * indoor po * Gym * Tv(50inch) Close to Metro grocery store, 24h couche tard, pharmacy, restaurants, ETS university, metro Lucien lAllier, Bonaventure, Bell Center, Canal la chine",img_train/39.jpg,Condominium,1
"My place is close to -Huge 2BR 1000 sqf Condo -Renovated Hardwood floor throughout, marble at the entrance, ceramic at the kitchen and washroom. You’ll love my place because of heat of downtown-3 min walk to Guy and Lucien Allier Metro and Concordia University restaurant, convenience store and pool in the building comples. My place is good for couples, business travellers, and families (with kids).",img_train/40.jpg,Condominium,1
"I'd be happy to show you around, tell you where things are, or go out with you. I live at the Airbnb, so I am mostly around to help out, and even when I am not home, I'm quick to respond to texts. NDG is a beautiful neighborhood that is close enough to Downtown to have many cafes and shops, yet far enough away to feel very safe. Public transit is easily accessible.",img_train/41.jpg,Apartment,0
"We live on the top floor of a quiet four story art deco apartment building in Cote-Des-Neiges. Right across the street from Snowdon Metro. Two bedrooms and a bed sofa in the living room. Grocery, SAQ, and restaurants all very close by.",img_train/42.jpg,Apartment,0
"My super cute place is available for you if your are quiet and nice : ) Ideal for one person or couple. Super location close to Beaubien metro, parcs, restaurants and cafes in the center of the chill vibes of Rosemont neighbourhood. It is my place, so iT's full of books, buddhas and plants. Im renting to respectful people because it's clean with good energies. I have a 85 years old neighbor so regarding the noise it's really important to be quiet after 22pm, no party allowed. No extra guest.",img_train/43.jpg,Apartment,1
"Stylish, modern and chic, leQube apartments are ideally located in the heart of the city to give you the authentic local experience in Montreal's Plateau Mont-Royal.",img_train/44.jpg,Apartment,1
Very nice 1 bedroom condo. Brand new with unique Canadian and Asian Art. 6th floor high views. Plenty of amenities. Peaceful yet near many services. Located in West Island.,img_train/45.jpg,Condominium,1
"Large and comfortable 4 bedroom apartment in the heart of the Mile-End.  Plenty of space for groups and families. Great place to relax after a busy day off adventuring in Montreal. Great Location. Within steps of all the restaurants, cafes, bars, shopping, and nightlife the neighborhood has to offer. Easy access to Subway, Buses, Mont-Royal, Le Plateau, Downtown, McGill, & Old Port All in less than 15min",img_train/46.jpg,Apartment,1
"Large studio of 700 ft2 located in the semi-basement of a quiet triplex. The property is perfect for couples, solo travelers, and business travelers. Free and easy parking on the street. The apartment is located 15 minutes from the city center and public transportation is just a stone's throw away. The perfect place for a short stay in Montreal!",img_train/47.jpg,Apartment,0
"Beautiful huge room in the Plateau for 2. Another room is available for the same price in the same floor also for 2, there's is an extra single bed for a 5th person in the living room (free of charge). These 2 rooms are in the lower floor, with bathroom, water room, laundry room. With access the all common areas, huge 3 floor home. We have pets a small dog, cats, Perrot and an sleepy hedgehog, so yes, your dog or cat are welcome, See my other adds.",img_train/48.jpg,House,0
"Logement entièrement rénové récemment. Les pièces de vie sont agréables et l'appartement est lumineux. Grand balcon. Tous services, restaurants et commerces disponibles à proximités.",img_train/49.jpg,Apartment,0
-> LGBTQ+ friendly Je me ferai un plaisir de vous accueillir dans mon charmant appartement en plein cœur de Montréal ! Vous serez à moins de dix minutes de marche de la plupart des attractions de la ville ainsi que d'une grande diversité de bars et restaurants. --- I will be happy to welcome you in my charming apartment in the heart of Montreal !  You will be at less than ten minutes walking from most of the city interests and from a nice diversity of bars and restaurants.,img_train/50.jpg,Apartment,1
"Lovely 1 bedroom apartment near Place des Arts. It's a 5 minute walk from McGill university and Place des Arts Metro. St-Laurent street with all its restaurants and chill vibes is 2 blocks away. At a 2 minute walk, you get to the La Cite underground mini-mall with supermarkets and restaurants.  Pool and sauna in the building! Rooftop terrace with a beautiful view of the city! Price negotiable for stays of 2 weeks or more :) N'hésitez pas à me contacter en français!",img_train/51.jpg,Apartment,1
"Great 2 brm apartment fully furnished, all inclusive stay.  Ideal for families, with 1 queen bed in master brm and 2 single beds in 2nd brm. All you need is your clothes!  Apartment was fully renovated in 2012, modern style and very comfortable.   Great location with a grocery store in front of the apt and a pharmacy 1min away. Close to Fleury, wonderful neighbourhood, calm and well located.",img_train/52.jpg,Apartment,1
"Nice apartment on two floors (low triplex) in the heart of Rosemont in Montreal. A lot of space. Quiet residential area and populated by many families. Near a shopping street. 5 minutes walk from restaurants, various shops. Park next door with a playground and paddling pool. Ideal apartment for a family. Many books, games and toys. Near a metro station and a bicycle station Bixi. Easy parking in the surrounding streets.",img_train/53.jpg,Apartment,1
"One bedroom apartment located on Hutchison, between Van Horne and Bernard. 20 Minutes away from downtown with the regular 80 bus line. Air conditioning for the summer. Washer and dryer in the basement. Very comfortable and recently renovated. Well decorated if I do say so myself :)",img_train/54.jpg,Apartment,1
"Entire upper duplex apartment for rent. Close to Vendome Metro (10 min by bus). 15 minutes downtown by car.  Comfortably sleeps 3. Queen size bed and air conditioning in one bedroom, futon/sofa in living room. Tons of privacy. Great for couples, solo adventurers, and business travelers.  NOTE: WE ARE IN THE PROCESS OF SELLING THIS UNIT SO THERE ARE A FEW EMPTY ROOMS in this spacious unit.  Furnishing minimal.  Free STREET PARKING on both sides of the street. Amazing value for the price.",img_train/55.jpg,Apartment,0
"Appartement de type loft pouvant accueillir jusqu'à 3 voyageurs. Situé au 3e et dernier étage, face à un parc, dans une rue à sens unique, l'appartement est chaleureux et confortable, tout en étant proche  de l'agitation de la ville ! Idéal pour être au calme après une journée de visite. La chambre à l'avant de l'appartement n'est pas séparée du salon, ce qui en fait un appartement avec lumière traversante.",img_train/56.jpg,Apartment,0
"Charmante maison très chaleureuse, parfait pour recevoir à l""intérieur ou extérieur.",img_train/57.jpg,House,1
"-Situé à moins de 5 minutes du Métro Jean-Talon, du marché Jean-Talon et de la Petite-Italie.  -Internet illimité. -Lit deux places. -Matelas de rembourré pour 2 autres personnes supplémenter.  -Nous somme deux colocataires relaxes et accueillants.",img_train/58.jpg,Apartment,0
Beautiful Plateau apartment with 2 bedrooms.,img_train/59.jpg,Apartment,1
"one bed room condo with living room,kitchen,and bathroom. Look all over Montreal, at the heart of Montreal, very close to metro station, resturants,night life, and univesities.free wifi.",img_train/60.jpg,Apartment,1
Clean 1 bedroom spacious and extremely well-located apartment condo in Montreal (Rosemont neighbourhood) - Sleeps 2,img_train/61.jpg,Apartment,0
"Belle chambre d'un beau 4&1/2 spacieux, éclairé, meublé et en rez de jardin. Grand salon, cuisine, balcon et salle de bain. Stationnement gratuit sur rue disponible (bien regarder les horaires sur les panneaux) Bien situé: à 5min du métro, bus165 vers downtown, à 5min de l’hôpital , dépanneur dans l'immeuble, proche de plusieurs restaurants, cafés, épiceries, pharmacies",img_train/62.jpg,Apartment,0
"Cute and sunny apartment in the heart of Old Rosemont, a peaceful but alive neighbourhood. Discounts are possible for extented stays. Live the real Montreal life! Anything you need at a walking distance! Lower rates on long term rentals ( 2 months and more)",img_train/63.jpg,Apartment,0
"Spacious condo on 2 floors with bedrooms on separate floors and a private parking for a most enjoyable stay!  Amazingly located in the hippest part of town, just steps away from vibrant St-Laurent Blvd and its many boutiques, pubs, bars, cafés and restos, and convenience stores across the street!   A Bixie station awaits you just next door to explore the city by bike, and just a short walk away from Mount-Royal, and the metro station to take you to the Old Port or Downtown in minutes!",img_train/64.jpg,Apartment,1
"    500 pc (46 m2) idéalement situé sur le plateau Mont Royal, 2 personnes (peut accueillir 4 pers.) Entièrement équipé. 1 chambre, un bureau avec canapé convertible TV, internet sans fil haut débit commerces a proximité   ",img_train/65.jpg,Apartment,0
,img_train/66.jpg,Condominium,1
"My room is big enough for one people ,there are one queen bed ,one desk one child ,one wall cabinet,but i need to told you this room is no window ,if you mine this ,please do not book it ,thank you very much",img_train/67.jpg,Condominium,0
"In the heart of Montreal  5 to 10 minutes walk to ""old port"",""Sainte Catherine street"", “crescent street ”, “eaton center”, “Guy Concordia”, “Bell center” and ""Metro station""  My wife is blogger, if you need to know about Montreal's best places (bars, restaurants, clubs, museums, parcs..)she would be pleased to help you.. Details:  - big closed bedroom with a confortable queen bed and baby bed - living-room with a confortable sofa bed - clean bathroom - Kitchen Welcome and enjoy your stay",img_train/68.jpg,Apartment,1
"If you are visiting Montreal, be it for business, friends hangout or family getaway, and you need a comfortable, convenient and affordable place to stay- then your search is over, my apartment has it all and much more. The space is tastefully furnished and offers you modern and thoughtful amenities, it has recently been renovated so you will find everything nice and clean inside. Enjoy a game of pool with your friends on our modern pool table which will keep you entertained at all times.",img_train/69.jpg,Apartment,0
,img_train/70.jpg,Loft,2
"PLEASE NOTE: Minimum stay for this apartment is 185 days (6 months) Minutes walk  from University of Montreal,  H.E.C. Metro stations (2), Ste-Justine Hospital, St-Mary Hospital and Montreal Jewish hospital. Wi-Fi, Cable TV, free local calls Fully equipped kitchen. Washer / Dryer Air conditioning Queen size bed in bedroom & Sofa bed in living room.",img_train/71.jpg,Apartment,0
"This amazing apartment will ensure that you have the best stay in Montreal.  With it’s amazing location in the heart of the city, my place offers easy access to the Old Port, Downtown Montreal, Place des Art, China Town, Gay Village and many other attractions.  The apartment has a fun and cool cozy ambiance that will always be safe and clean for my fellow traveller’s!",img_train/72.jpg,Apartment,1
"Grand logement très éclairé dans quartier à la fois paisible et animé de Rosemont. Situé près des services, accueillant, ambiance et voisinage sympathique. Petit cinéma de quartier, fromagerie, resto, 5min du plateau, bus. métro et Bixi à proximité",img_train/73.jpg,Apartment,2
"Enjoy your own quiet oasis in the heart of bustling Montreal. Authentic loft in heritage building furnished in modern mid-century style with all the comforts of  home including smart TV/NETFLIX, chefs kitchen and soaking bathtub with aromatic salts.",img_train/74.jpg,Loft,1
"Super logement avec court arrière situé à 2 pas du métro Beaubien et du marché Jean-Talons. À proximité se trouve restaurant et bar. - Peut accueillir 2 personnes maximum.  - Cuisine entièrement équipée. - Wi-Fi gratuit Incredible location with backward, near Beaubien subway station and Jean-Talon market. Close to a lot of nice bar and restaurant. -For a 2 persons maximum. -Full equip kitchen. -Free Wi-fi",img_train/75.jpg,Apartment,0
"Beau grand logement agréable à vivre près de tous les services (épicerie, pharmacie, bus, etc...).  Peut loger 5 personnes facilement. Possède 1 chambre avec lit queen et 1 chambre enfant. Un matelas double peut être installé dans le salon.",img_train/76.jpg,Apartment,1
"The apartment is very bright, clean and comfortable, with a modern style.  The location is perfect! You will be 2 steps away from the Green line of the subway, which will bring you to the heart of downtown on the west, or the botanic garden / biodome / olympic parc on the east, in only 5 to 10 minutes.",img_train/77.jpg,Apartment,1
"10 reasons why choosing my place - location (heart of Montréal) - pricing (you get the best deal) - Clean (no animal/no smoking/no dust) - parking (50 Free perpendicular parking places) -services (grocery, delivery food store till midnight,  - transportation ( bus just in front, subway, uber, taxi ) - green area (jogging/swimingpool/next to the nature ) - secure district ( It's a very safe place) -comfort modern home (wifi/fireplace) - I am offering an entire home ,not only a room",img_train/78.jpg,Apartment,0
"Salut. Je met a votre disposition une belle chambre privé de mon appart. Très tranquille comme secteur et proche du centre ville. 15min en auto, 30 à 45 min en transport en commun. Très grand parc à zéro pas de la maison, centre commercial et plusieurs commerces à proximité. Station de métro saint michel à 5min en auto et 10 à 15 min de marche. Un hôte sympa et unique,Bref tout se qu'il vous faut pour passer de belles vacances.",img_train/79.jpg,Apartment,0
Great condo located in Petite-Patrie. Mins from the metro and many beautiful parks. Plateau adj. for access to its rich nightlife. There is room to sleep two couples quite comfortably in one bedroom and futon.  + a Terrace with view of Mont-Royal!,img_train/80.jpg,Apartment,1
Très bel appartment lumineux et cosi situé dans un des quartiers le plus animé de Montréal sur le Plateau. Situé à 3 minutes de marche du métro Laurier qui amène au centre ville et au coeur des activités touristiques.,img_train/81.jpg,Apartment,0
"Boutique Apartments Saint-Francois-Xavier  is a high-end and luxurious boutique  situated in MTL charming Old Port  Defined as a highly successful and bold initiative comprising of 9 high-end lofts and penthouses,SFX has been completely Renovated and redesigned to redefine the industry standards It is perfect for couples,solo, and business travelers and is strategically located within walking distance from the best nightclubs, restaurant and touristic attractions FREE PARKING INCLUDED",img_train/82.jpg,Serviced apartment,1
"Bo 4 et demi lumineux. Parquet en bois. 2 balcons, l 'un couvert avec locker et l'autre avec soleil, donnant sur la calme 6e avenue. Entre la rue commerçante wellington et les berges du fleuve : pistes cyclables ( mon vélo avec antivol), brunch café, coktails bar, tous commerces, parc enfant, promenade chien, grands espaces.Tout pour cuisiner.  Laveuse sécheuse à 900 m. 1 grande chambre avec lit king. 1 salon ouvert. 2 autres pièces fermées, canapés, lampes d ambiance, plantes silencieuses.",img_train/83.jpg,Apartment,0
"Large house with garden, home theater, pool table and large kitchen. The room, double bed, with private bathroom. The house welcomes you close to the orange and blue metro lines allowing you to easily explore all of Montreal.",img_train/84.jpg,House,0
"Charmante chambre privée  dans un grand appartement, à 4 min de la station de métro Viau, juste devant le Stade Olympique.",img_train/85.jpg,Apartment,0
"Nice room available in building with classic Montreal architecture. 5 minute walk to the beautiful Park Lafontaine. Close to downtown, bus stops 2 minutes away or subway easy 15 minute walk. Live and let live kinda style, 420+,LGBTQ,  Friendly, access to whole apartment. Front terrace and courtyard backyard, great for a good time in the summer!  Washer dryer on site, full access to kitchen, utensils & etc.  Can’t wait to meet you! ***street parking only***",img_train/86.jpg,Apartment,0
"Brand new spacious apartment in Ville Saint-Laurent, 20 mins from downtown close proximity to all services, restaurants, cafes, and shops. Family friendly neighbourhood.  Just outside of the city core. Free, convenient, private parking directly outside the building.  Private entrance, 2 bedrooms, fully equipped kitchen, A/C, laundry machines in the apartment. Easy access to Mont Tremblant, St-Adele and St-Sauveur....",img_train/87.jpg,Apartment,1
"Gorgeous sunny apartment located a few steps away from the famous Mont-Royal and Jeanne-Mance park. There is no better spot in the spring or summer to enjoy Montreal's exciting vibe. A block away from the Mont-Royal and St-Laurent streets known for their unique shops, breakfast spots and nightlife. This apartment is fully furnished and ready to accommodate any type of traveler looking for a clean and cozy stay. My roommates are extremely friendly and usually around in case you need anything!",img_train/88.jpg,Apartment,0
"Located in the Plateau Mont-Royal on Clark Street, this 1-bed and 1-bath loft-style condo is 1,000 sq. ft. and features exposed brick, hardwood floors, gas fireplace, and Juliette balcony. Building amenities includes an elevator and a rooftop terrace.",img_train/89.jpg,Apartment,1
"Grand appartement à louer avec trois lits. Deux lits doubles et un lit queen. Le logement se trouve sur deux étages, deux chambres au rdc et une chambre au sous-sol avec salle de bain privée. Accès à la cour arrière. Aucun party ne sera toléré puisque j'habite dans l'immeuble et je veux un climat calme.",img_train/90.jpg,Apartment,1
"Great emplacement of the apartment in the heart of Plateau Mont-Royal neighborhood, between park Lafontaine & mt royal avenue (at one block each).  Spacious and sunny living room. We also got a rooftop and a terrace with barbecue.  My place is good for couples or solo adventurers.",img_train/91.jpg,Apartment,0
"The apartment  is located in the  up and coming neighbourhood St. Henri. Close to new hip cafés and restaurants, as well as Canal Lachine and metro station. The apartment is very spacious, with two closed bedrooms and a shared backyard.",img_train/92.jpg,Apartment,0
"This quiet and elegant bedroom is located on the third floor of a triplex. It is located at the back of the building so is especially quiet. There is a Queen bed and a 6 drawers furniture but no hanging closet.  The common rooms (bathroom, living room, dining room, laundry room, balconies) are shared with 1 or 2 other bedrooms. The location is exactly in the center of the Plateau neighborhood. Walking is the locomotion of choice as everything is so close.",img_train/93.jpg,Condominium,0
"Lumineux et charmant appartement d'artiste situé au coeur de HoMA à 10 minutes à pied du métro Joliette. Tous les services sont à proximité ; épicerie, fruiterie, pharmacie, borne BIXI et des cafés et bars agréables !  -- Bright and lovely artist apartment in the heart of HoMA (Hochelaga-Mainsonneuve) at 10 minutes by walk from Joliette station. All services are easily accessible by walking ; grocerie, market, drugstore,  BIXI station and great cafés and bars !",img_train/94.jpg,Apartment,0
